disease pair ID,label
Phe_216-Phe_709.7,1
Phe_216-Phe_714,0
Phe_216-Phe_714.1,1
Phe_216-Phe_715,1
Phe_216-Phe_716,0
Phe_216-Phe_716.2,1
Phe_216-Phe_716.9,1
Phe_216-Phe_717,1
Phe_216-Phe_720,1
Phe_216-Phe_721,1
Phe_216-Phe_721.1,1
Phe_216-Phe_722,1
Phe_216-Phe_722.6,1
Phe_216-Phe_722.9,1
Phe_216-Phe_724,1
Phe_216-Phe_726,1
Phe_216-Phe_726.1,1
Phe_216-Phe_727,1
Phe_216-Phe_727.1,1
Phe_216-Phe_727.4,1
Phe_216-Phe_728,0
Phe_216-Phe_728.7,1
Phe_216-Phe_728.71,1
Phe_216-Phe_729,1
Phe_216-Phe_729.1,1
Phe_216-Phe_733,1
Phe_216-Phe_733.8,1
Phe_216-Phe_735,1
Phe_216-Phe_735.2,1
Phe_216-Phe_735.21,1
Phe_216-Phe_735.23,1
Phe_216-Phe_735.3,1
Phe_216-Phe_736,0
Phe_216-Phe_737,1
Phe_216-Phe_737.3,1
Phe_216-Phe_738,1
Phe_216-Phe_738.4,1
Phe_216-Phe_740,1
Phe_216-Phe_740.1,1
Phe_216-Phe_740.11,1
Phe_216-Phe_740.9,1
Phe_216-Phe_741,1
Phe_216-Phe_741.4,1
Phe_216-Phe_742,0
Phe_216-Phe_742.9,1
Phe_216-Phe_743,1
Phe_216-Phe_743.1,1
Phe_216-Phe_743.11,1
Phe_216-Phe_745,1
Phe_216-Phe_747,1
Phe_216-Phe_747.1,1
Phe_216-Phe_747.13,1
Phe_216-Phe_751,1
Phe_216-Phe_939,1
Phe_228-Phe_229,1
Phe_228-Phe_241,0
Phe_228-Phe_242,1
Phe_228-Phe_244,1
Phe_228-Phe_244.1,1
Phe_228-Phe_244.4,1
Phe_228-Phe_250.1,1
Phe_228-Phe_250.2,1
Phe_228-Phe_250.23,1
Phe_228-Phe_250.7,1
Phe_228-Phe_260,1
Phe_228-Phe_261,1
Phe_228-Phe_272,1
Phe_228-Phe_272.1,1
Phe_228-Phe_272.11,1
Phe_228-Phe_274,1
Phe_228-Phe_274.1,1
Phe_228-Phe_275,0
Phe_228-Phe_275.5,1
Phe_228-Phe_276,1
Phe_228-Phe_276.1,0
Phe_228-Phe_276.12,1
Phe_228-Phe_276.14,1
Phe_228-Phe_276.5,1
Phe_228-Phe_277,1
Phe_228-Phe_278,0
Phe_228-Phe_278.1,1
Phe_228-Phe_280,1
Phe_228-Phe_280.1,1
Phe_228-Phe_281,0
Phe_228-Phe_281.1,0
Phe_228-Phe_285,1
Phe_228-Phe_287,0
Phe_228-Phe_287.3,1
Phe_228-Phe_288,1
Phe_228-Phe_289,1
Phe_228-Phe_289.4,1
Phe_228-Phe_290,1
Phe_228-Phe_292,1
Phe_228-Phe_292.1,1
Phe_228-Phe_292.4,1
Phe_228-Phe_293,1
Phe_228-Phe_296,1
Phe_228-Phe_296.1,1
Phe_228-Phe_296.2,1
Phe_228-Phe_300,1
Phe_228-Phe_300.1,1
Phe_228-Phe_306,1
Phe_228-Phe_317,1
Phe_228-Phe_317.1,1
Phe_228-Phe_318,1
Phe_228-Phe_327,1
Phe_228-Phe_327.3,1
Phe_228-Phe_331,1
Phe_228-Phe_332,1
Phe_228-Phe_334,1
Phe_228-Phe_335,0
Phe_228-Phe_339,1
Phe_228-Phe_340,1
Phe_228-Phe_342,1
Phe_228-Phe_345,1
Phe_228-Phe_345.3,1
Phe_228-Phe_348,1
Phe_228-Phe_350,1
Phe_228-Phe_350.2,1
Phe_228-Phe_351,1
Phe_228-Phe_352,1
Phe_228-Phe_353,1
Phe_228-Phe_357,1
Phe_228-Phe_361,1
Phe_228-Phe_361.1,1
Phe_228-Phe_362,1
Phe_228-Phe_362.2,1
Phe_228-Phe_362.29,1
Phe_228-Phe_365,1
Phe_228-Phe_365.1,1
Phe_228-Phe_365.11,1
Phe_228-Phe_366,1
Phe_228-Phe_366.2,1
Phe_228-Phe_367,1
Phe_228-Phe_367.1,1
Phe_228-Phe_368,1
Phe_228-Phe_371,1
Phe_228-Phe_371.3,1
Phe_228-Phe_374,1
Phe_228-Phe_374.1,1
Phe_228-Phe_374.3,1
Phe_228-Phe_375,1
Phe_228-Phe_378,0
Phe_228-Phe_379,1
Phe_228-Phe_379.2,1
Phe_228-Phe_379.3,1
Phe_228-Phe_380,0
Phe_228-Phe_381,1
Phe_228-Phe_381.1,1
Phe_228-Phe_384,1
Phe_228-Phe_384.4,1
Phe_228-Phe_386,1
Phe_228-Phe_386.9,1
Phe_228-Phe_389,1
Phe_228-Phe_394,1
Phe_228-Phe_394.2,1
Phe_228-Phe_394.3,1
Phe_228-Phe_394.7,1
Phe_228-Phe_395,1
Phe_228-Phe_395.1,1
Phe_228-Phe_395.6,1
Phe_228-Phe_396,1
Phe_228-Phe_401.1,1
Phe_228-Phe_401.2,0
Phe_228-Phe_401.22,1
Phe_228-Phe_402,1
Phe_228-Phe_411.1,1
Phe_228-Phe_411.2,1
Phe_228-Phe_411.3,1
Phe_228-Phe_411.4,1
Phe_228-Phe_411.8,1
Phe_228-Phe_411.9,1
Phe_228-Phe_414,1
Phe_228-Phe_415,1
Phe_228-Phe_416,1
Phe_228-Phe_418,1
Phe_228-Phe_418.1,1
Phe_228-Phe_420,0
Phe_228-Phe_420.2,1
Phe_228-Phe_425,0
Phe_228-Phe_425.1,1
Phe_228-Phe_426,1
Phe_228-Phe_426.2,1
Phe_228-Phe_426.3,1
Phe_228-Phe_426.31,1
Phe_228-Phe_426.32,1
Phe_228-Phe_426.9,0
Phe_228-Phe_426.91,1
Phe_228-Phe_427,1
Phe_228-Phe_427.1,1
Phe_228-Phe_427.11,1
Phe_228-Phe_427.2,1
Phe_228-Phe_427.3,1
Phe_228-Phe_427.4,1
Phe_228-Phe_427.7,1
Phe_228-Phe_427.9,1
Phe_228-Phe_428,1
Phe_228-Phe_428.1,1
Phe_228-Phe_428.2,1
Phe_228-Phe_430,1
Phe_228-Phe_433,1
Phe_228-Phe_433.1,1
Phe_228-Phe_433.2,1
Phe_228-Phe_433.21,1
Phe_228-Phe_433.3,1
Phe_228-Phe_433.31,1
Phe_228-Phe_433.8,1
Phe_228-Phe_440,0
Phe_228-Phe_442,1
Phe_228-Phe_442.1,1
Phe_228-Phe_443,1
Phe_228-Phe_443.1,1
Phe_228-Phe_443.9,1
Phe_228-Phe_447,1
Phe_228-Phe_451,1
Phe_228-Phe_451.2,1
Phe_228-Phe_454,1
Phe_228-Phe_454.1,1
Phe_228-Phe_455,1
Phe_228-Phe_458,1
Phe_228-Phe_458.1,1
Phe_228-Phe_458.9,1
Phe_228-Phe_459,1
Phe_228-Phe_459.9,1
Phe_228-Phe_465,1
Phe_228-Phe_470,1
Phe_228-Phe_471,1
Phe_228-Phe_473,1
Phe_228-Phe_473.4,1
Phe_228-Phe_474,0
Phe_228-Phe_474.2,1
Phe_228-Phe_475,1
Phe_228-Phe_476,1
Phe_228-Phe_477,1
Phe_228-Phe_479,1
Phe_228-Phe_480,1
Phe_228-Phe_480.1,1
Phe_228-Phe_480.11,1
Phe_228-Phe_495,1
Phe_228-Phe_496,1
Phe_228-Phe_496.1,1
Phe_228-Phe_496.2,1
Phe_228-Phe_496.21,1
Phe_228-Phe_496.3,1
Phe_228-Phe_506,1
Phe_228-Phe_507,1
Phe_228-Phe_508,1
Phe_228-Phe_509.1,1
Phe_228-Phe_509.2,1
Phe_228-Phe_512,1
Phe_228-Phe_512.7,1
Phe_228-Phe_512.8,1
Phe_228-Phe_514,1
Phe_228-Phe_516,0
Phe_228-Phe_516.1,1
Phe_228-Phe_519,1
Phe_228-Phe_519.8,1
Phe_228-Phe_520,0
Phe_228-Phe_520.2,0
Phe_228-Phe_521,0
Phe_228-Phe_521.1,1
Phe_228-Phe_522,1
Phe_228-Phe_522.5,1
Phe_228-Phe_523,1
Phe_228-Phe_523.3,0
Phe_228-Phe_525,1
Phe_228-Phe_528,1
Phe_228-Phe_529,1
Phe_228-Phe_530,1
Phe_228-Phe_530.1,1
Phe_228-Phe_530.11,1
Phe_228-Phe_530.12,1
Phe_228-Phe_530.14,1
Phe_228-Phe_530.2,1
Phe_228-Phe_530.3,1
Phe_228-Phe_530.9,1
Phe_228-Phe_531,1
Phe_228-Phe_531.2,1
Phe_228-Phe_531.3,1
Phe_228-Phe_532,1
Phe_228-Phe_535,1
Phe_228-Phe_535.1,1
Phe_228-Phe_535.6,1
Phe_228-Phe_535.8,1
Phe_228-Phe_537,1
Phe_228-Phe_540,1
Phe_228-Phe_540.1,0
Phe_228-Phe_540.11,1
Phe_228-Phe_550,1
Phe_228-Phe_550.1,1
Phe_228-Phe_550.2,1
Phe_228-Phe_550.4,1
Phe_228-Phe_550.5,1
Phe_228-Phe_555,1
Phe_228-Phe_555.1,1
Phe_228-Phe_555.2,1
Phe_228-Phe_556,0
Phe_228-Phe_557,1
Phe_228-Phe_557.1,1
Phe_228-Phe_558,1
Phe_228-Phe_559,1
Phe_228-Phe_560.4,1
Phe_228-Phe_561,1
Phe_228-Phe_561.2,1
Phe_228-Phe_562,1
Phe_228-Phe_562.1,1
Phe_228-Phe_563,1
Phe_228-Phe_564,1
Phe_228-Phe_564.1,1
Phe_228-Phe_564.8,1
Phe_228-Phe_564.9,1
Phe_228-Phe_565,1
Phe_228-Phe_565.1,1
Phe_228-Phe_568,1
Phe_228-Phe_568.1,1
Phe_228-Phe_569,1
Phe_228-Phe_571,1
Phe_228-Phe_571.5,1
Phe_228-Phe_572,1
Phe_228-Phe_573,1
Phe_228-Phe_573.7,1
Phe_228-Phe_574,1
Phe_228-Phe_574.1,1
Phe_228-Phe_574.11,1
Phe_228-Phe_574.12,1
Phe_228-Phe_574.2,1
Phe_228-Phe_574.3,1
Phe_228-Phe_575,1
Phe_228-Phe_575.7,1
Phe_228-Phe_575.8,1
Phe_228-Phe_577,1
Phe_228-Phe_577.1,1
Phe_228-Phe_578.1,1
Phe_228-Phe_578.2,1
Phe_228-Phe_578.9,1
Phe_228-Phe_579,1
Phe_228-Phe_579.8,1
Phe_228-Phe_580,1
Phe_228-Phe_580.1,1
Phe_228-Phe_585,1
Phe_228-Phe_585.1,1
Phe_228-Phe_585.2,1
Phe_228-Phe_585.3,1
Phe_228-Phe_586,1
Phe_228-Phe_586.2,1
Phe_228-Phe_590,1
Phe_228-Phe_591,1
Phe_228-Phe_592,1
Phe_228-Phe_592.1,1
Phe_228-Phe_593,1
Phe_228-Phe_594,0
Phe_228-Phe_594.1,1
Phe_228-Phe_594.3,0
Phe_228-Phe_594.8,1
Phe_228-Phe_595,1
Phe_228-Phe_596,1
Phe_228-Phe_596.1,0
Phe_228-Phe_596.5,1
Phe_228-Phe_597,1
Phe_228-Phe_597.1,1
Phe_228-Phe_598,1
Phe_228-Phe_599,1
Phe_228-Phe_599.2,1
Phe_228-Phe_599.3,1
Phe_228-Phe_599.4,1
Phe_228-Phe_599.5,1
Phe_228-Phe_599.9,1
Phe_228-Phe_611.3,1
Phe_228-Phe_613,0
Phe_228-Phe_681,1
Phe_228-Phe_681.3,1
Phe_228-Phe_686,1
Phe_228-Phe_686.1,1
Phe_228-Phe_687,1
Phe_228-Phe_687.1,1
Phe_228-Phe_687.4,1
Phe_228-Phe_689,1
Phe_228-Phe_695,1
Phe_228-Phe_696,1
Phe_228-Phe_696.4,1
Phe_228-Phe_696.41,1
Phe_228-Phe_701,1
Phe_228-Phe_701.2,1
Phe_228-Phe_702,0
Phe_228-Phe_702.1,1
Phe_228-Phe_702.2,1
Phe_228-Phe_703,0
Phe_228-Phe_704,1
Phe_228-Phe_706,1
Phe_228-Phe_706.2,1
Phe_228-Phe_707,1
Phe_228-Phe_709,1
Phe_228-Phe_709.7,1
Phe_228-Phe_714,1
Phe_228-Phe_714.1,1
Phe_228-Phe_715,1
Phe_228-Phe_716,1
Phe_228-Phe_716.2,1
Phe_228-Phe_716.9,1
Phe_228-Phe_717,1
Phe_228-Phe_720,1
Phe_228-Phe_721,1
Phe_228-Phe_721.1,1
Phe_228-Phe_722,1
Phe_228-Phe_722.6,1
Phe_228-Phe_722.9,1
Phe_228-Phe_724,1
Phe_228-Phe_726,1
Phe_228-Phe_726.1,1
Phe_228-Phe_727,0
Phe_228-Phe_727.1,1
Phe_228-Phe_727.4,1
Phe_228-Phe_728,0
Phe_228-Phe_728.7,1
Phe_228-Phe_728.71,1
Phe_228-Phe_729,1
Phe_228-Phe_729.1,1
Phe_228-Phe_733,1
Phe_228-Phe_733.8,1
Phe_228-Phe_735,1
Phe_228-Phe_735.2,1
Phe_228-Phe_735.21,1
Phe_228-Phe_735.23,1
Phe_228-Phe_735.3,1
Phe_228-Phe_736,1
Phe_228-Phe_737,1
Phe_228-Phe_737.3,0
Phe_228-Phe_738,1
Phe_228-Phe_738.4,1
Phe_228-Phe_740,1
Phe_228-Phe_740.1,1
Phe_228-Phe_740.11,1
Phe_228-Phe_740.9,1
Phe_228-Phe_741,0
Phe_228-Phe_741.4,1
Phe_228-Phe_742,0
Phe_228-Phe_742.9,1
Phe_228-Phe_743,1
Phe_228-Phe_743.1,1
Phe_228-Phe_743.11,1
Phe_228-Phe_745,1
Phe_228-Phe_747,1
Phe_228-Phe_747.1,0
Phe_228-Phe_747.13,1
Phe_228-Phe_751,1
Phe_228-Phe_939,1
Phe_229-Phe_241,0
Phe_229-Phe_242,1
Phe_229-Phe_244,1
Phe_229-Phe_244.1,1
Phe_229-Phe_244.4,1
Phe_229-Phe_250.1,0
Phe_229-Phe_250.2,1
Phe_229-Phe_250.23,1
Phe_229-Phe_250.7,1
Phe_229-Phe_260,0
Phe_229-Phe_261,0
Phe_229-Phe_272,1
Phe_229-Phe_272.1,1
Phe_229-Phe_272.11,1
Phe_229-Phe_274,1
Phe_229-Phe_274.1,1
Phe_229-Phe_275,0
Phe_229-Phe_275.5,1
Phe_229-Phe_276,1
Phe_229-Phe_276.1,0
Phe_229-Phe_276.12,0
Phe_229-Phe_276.14,1
Phe_229-Phe_276.5,0
Phe_229-Phe_277,0
Phe_229-Phe_278,0
Phe_229-Phe_278.1,1
Phe_229-Phe_280,1
Phe_229-Phe_280.1,1
Phe_229-Phe_281,0
Phe_229-Phe_281.1,0
Phe_229-Phe_285,1
Phe_229-Phe_287,1
Phe_229-Phe_287.3,0
Phe_229-Phe_288,1
Phe_229-Phe_289,1
Phe_229-Phe_289.4,1
Phe_229-Phe_290,1
Phe_229-Phe_292,1
Phe_229-Phe_292.1,0
Phe_229-Phe_292.4,1
Phe_229-Phe_293,1
Phe_229-Phe_296,1
Phe_229-Phe_296.1,0
Phe_229-Phe_296.2,1
Phe_229-Phe_300,1
Phe_229-Phe_300.1,1
Phe_229-Phe_306,1
Phe_229-Phe_317,0
Phe_229-Phe_317.1,1
Phe_229-Phe_318,1
Phe_229-Phe_327,1
Phe_229-Phe_327.3,0
Phe_229-Phe_331,1
Phe_229-Phe_332,1
Phe_229-Phe_334,0
Phe_229-Phe_335,1
Phe_229-Phe_339,1
Phe_229-Phe_340,1
Phe_229-Phe_342,1
Phe_229-Phe_345,1
Phe_229-Phe_345.3,0
Phe_229-Phe_348,1
Phe_229-Phe_350,1
Phe_229-Phe_350.2,0
Phe_229-Phe_351,1
Phe_229-Phe_352,1
Phe_229-Phe_353,1
Phe_229-Phe_357,1
Phe_229-Phe_361,0
Phe_229-Phe_361.1,0
Phe_229-Phe_362,1
Phe_229-Phe_362.2,0
Phe_229-Phe_362.29,0
Phe_229-Phe_365,1
Phe_229-Phe_365.1,1
Phe_229-Phe_365.11,1
Phe_229-Phe_366,1
Phe_229-Phe_366.2,1
Phe_229-Phe_367,1
Phe_229-Phe_367.1,1
Phe_229-Phe_368,1
Phe_229-Phe_371,0
Phe_229-Phe_371.3,1
Phe_229-Phe_374,1
Phe_229-Phe_374.1,1
Phe_229-Phe_374.3,1
Phe_229-Phe_375,1
Phe_229-Phe_378,0
Phe_229-Phe_379,0
Phe_229-Phe_379.2,0
Phe_229-Phe_379.3,1
Phe_229-Phe_380,1
Phe_229-Phe_381,1
Phe_229-Phe_381.1,1
Phe_229-Phe_384,1
Phe_229-Phe_384.4,1
Phe_229-Phe_386,0
Phe_229-Phe_386.9,1
Phe_229-Phe_389,1
Phe_229-Phe_394,1
Phe_229-Phe_394.2,1
Phe_229-Phe_394.3,1
Phe_229-Phe_394.7,1
Phe_229-Phe_395,1
Phe_229-Phe_395.1,1
Phe_229-Phe_395.6,1
Phe_229-Phe_396,1
Phe_229-Phe_401.1,1
Phe_229-Phe_401.2,0
Phe_229-Phe_401.22,0
Phe_229-Phe_402,1
Phe_229-Phe_411.1,1
Phe_229-Phe_411.2,0
Phe_229-Phe_411.3,1
Phe_229-Phe_411.4,0
Phe_229-Phe_411.8,0
Phe_229-Phe_411.9,1
Phe_229-Phe_414,1
Phe_229-Phe_415,1
Phe_229-Phe_416,1
Phe_229-Phe_418,1
Phe_229-Phe_418.1,0
Phe_229-Phe_420,0
Phe_229-Phe_420.2,1
Phe_229-Phe_425,0
Phe_229-Phe_425.1,1
Phe_229-Phe_426,1
Phe_229-Phe_426.2,0
Phe_229-Phe_426.3,1
Phe_229-Phe_426.31,1
Phe_229-Phe_426.32,1
Phe_229-Phe_426.9,1
Phe_229-Phe_426.91,1
Phe_229-Phe_427,1
Phe_229-Phe_427.1,1
Phe_229-Phe_427.11,0
Phe_229-Phe_427.2,1
Phe_229-Phe_427.3,1
Phe_229-Phe_427.4,0
Phe_229-Phe_427.7,1
Phe_229-Phe_427.9,1
Phe_229-Phe_428,1
Phe_229-Phe_428.1,0
Phe_229-Phe_428.2,1
Phe_229-Phe_430,1
Phe_229-Phe_433,0
Phe_229-Phe_433.1,0
Phe_229-Phe_433.2,0
Phe_229-Phe_433.21,0
Phe_229-Phe_433.3,0
Phe_229-Phe_433.31,1
Phe_229-Phe_433.8,0
Phe_229-Phe_440,1
Phe_229-Phe_442,0
Phe_229-Phe_442.1,0
Phe_229-Phe_443,1
Phe_229-Phe_443.1,1
Phe_229-Phe_443.9,1
Phe_229-Phe_447,1
Phe_229-Phe_451,0
Phe_229-Phe_451.2,1
Phe_229-Phe_454,1
Phe_229-Phe_454.1,1
Phe_229-Phe_455,1
Phe_229-Phe_458,1
Phe_229-Phe_458.1,1
Phe_229-Phe_458.9,1
Phe_229-Phe_459,0
Phe_229-Phe_459.9,1
Phe_229-Phe_465,1
Phe_229-Phe_470,1
Phe_229-Phe_471,1
Phe_229-Phe_473,1
Phe_229-Phe_473.4,1
Phe_229-Phe_474,1
Phe_229-Phe_474.2,1
Phe_229-Phe_475,1
Phe_229-Phe_476,1
Phe_229-Phe_477,1
Phe_229-Phe_479,1
Phe_229-Phe_480,0
Phe_229-Phe_480.1,0
Phe_229-Phe_480.11,1
Phe_229-Phe_495,1
Phe_229-Phe_496,1
Phe_229-Phe_496.1,0
Phe_229-Phe_496.2,1
Phe_229-Phe_496.21,0
Phe_229-Phe_496.3,1
Phe_229-Phe_506,0
Phe_229-Phe_507,1
Phe_229-Phe_508,0
Phe_229-Phe_509.1,0
Phe_229-Phe_509.2,0
Phe_229-Phe_512,1
Phe_229-Phe_512.7,1
Phe_229-Phe_512.8,1
Phe_229-Phe_514,0
Phe_229-Phe_516,1
Phe_229-Phe_516.1,1
Phe_229-Phe_519,1
Phe_229-Phe_519.8,1
Phe_229-Phe_520,1
Phe_229-Phe_520.2,1
Phe_229-Phe_521,0
Phe_229-Phe_521.1,1
Phe_229-Phe_522,0
Phe_229-Phe_522.5,1
Phe_229-Phe_523,0
Phe_229-Phe_523.3,0
Phe_229-Phe_525,1
Phe_229-Phe_528,1
Phe_229-Phe_529,1
Phe_229-Phe_530,0
Phe_229-Phe_530.1,1
Phe_229-Phe_530.11,1
Phe_229-Phe_530.12,1
Phe_229-Phe_530.14,1
Phe_229-Phe_530.2,0
Phe_229-Phe_530.3,1
Phe_229-Phe_530.9,1
Phe_229-Phe_531,1
Phe_229-Phe_531.2,1
Phe_229-Phe_531.3,1
Phe_229-Phe_532,1
Phe_229-Phe_535,1
Phe_229-Phe_535.1,1
Phe_229-Phe_535.6,1
Phe_229-Phe_535.8,1
Phe_229-Phe_537,1
Phe_229-Phe_540,1
Phe_229-Phe_540.1,1
Phe_229-Phe_540.11,1
Phe_229-Phe_550,1
Phe_229-Phe_550.1,1
Phe_229-Phe_550.2,1
Phe_229-Phe_550.4,1
Phe_229-Phe_550.5,1
Phe_229-Phe_555,1
Phe_229-Phe_555.1,1
Phe_229-Phe_555.2,1
Phe_229-Phe_556,0
Phe_229-Phe_557,1
Phe_229-Phe_557.1,1
Phe_229-Phe_558,1
Phe_229-Phe_559,1
Phe_229-Phe_560.4,1
Phe_229-Phe_561,1
Phe_229-Phe_561.2,1
Phe_229-Phe_562,1
Phe_229-Phe_562.1,1
Phe_229-Phe_563,1
Phe_229-Phe_564,1
Phe_229-Phe_564.1,1
Phe_229-Phe_564.8,1
Phe_229-Phe_564.9,1
Phe_229-Phe_565,1
Phe_229-Phe_565.1,1
Phe_229-Phe_568,0
Phe_229-Phe_568.1,1
Phe_229-Phe_569,1
Phe_229-Phe_571,0
Phe_229-Phe_571.5,1
Phe_229-Phe_572,1
Phe_229-Phe_573,1
Phe_229-Phe_573.7,0
Phe_229-Phe_574,1
Phe_229-Phe_574.1,1
Phe_229-Phe_574.11,1
Phe_229-Phe_574.12,1
Phe_229-Phe_574.2,1
Phe_229-Phe_574.3,1
Phe_229-Phe_575,1
Phe_229-Phe_575.7,1
Phe_229-Phe_575.8,1
Phe_229-Phe_577,1
Phe_229-Phe_577.1,1
Phe_229-Phe_578.1,1
Phe_229-Phe_578.2,1
Phe_229-Phe_578.9,1
Phe_229-Phe_579,1
Phe_229-Phe_579.8,1
Phe_229-Phe_580,0
Phe_229-Phe_580.1,0
Phe_229-Phe_585,0
Phe_229-Phe_585.1,0
Phe_229-Phe_585.2,1
Phe_229-Phe_585.3,1
Phe_229-Phe_586,1
Phe_229-Phe_586.2,1
Phe_229-Phe_590,0
Phe_229-Phe_591,1
Phe_229-Phe_592,1
Phe_229-Phe_592.1,1
Phe_229-Phe_593,1
Phe_229-Phe_594,1
Phe_229-Phe_594.1,1
Phe_229-Phe_594.3,1
Phe_229-Phe_594.8,1
Phe_229-Phe_595,0
Phe_229-Phe_596,1
Phe_229-Phe_596.1,0
Phe_229-Phe_596.5,1
Phe_229-Phe_597,1
Phe_229-Phe_597.1,1
Phe_229-Phe_598,1
Phe_229-Phe_599,1
Phe_229-Phe_599.2,0
Phe_229-Phe_599.3,1
Phe_229-Phe_599.4,1
Phe_229-Phe_599.5,1
Phe_229-Phe_599.9,1
Phe_229-Phe_611.3,1
Phe_229-Phe_613,1
Phe_229-Phe_681,0
Phe_229-Phe_681.3,0
Phe_229-Phe_686,1
Phe_229-Phe_686.1,0
Phe_229-Phe_687,1
Phe_229-Phe_687.1,1
Phe_229-Phe_687.4,1
Phe_229-Phe_689,1
Phe_229-Phe_695,1
Phe_229-Phe_696,1
Phe_229-Phe_696.4,1
Phe_229-Phe_696.41,1
Phe_229-Phe_701,1
Phe_229-Phe_701.2,1
Phe_229-Phe_702,1
Phe_229-Phe_702.1,1
Phe_229-Phe_702.2,1
Phe_229-Phe_703,1
Phe_229-Phe_704,1
Phe_229-Phe_706,1
Phe_229-Phe_706.2,1
Phe_229-Phe_707,0
Phe_229-Phe_709,1
Phe_229-Phe_709.7,1
Phe_229-Phe_714,1
Phe_229-Phe_714.1,1
Phe_229-Phe_715,1
Phe_229-Phe_716,1
Phe_229-Phe_716.2,1
Phe_229-Phe_716.9,1
Phe_229-Phe_717,1
Phe_229-Phe_720,1
Phe_229-Phe_721,1
Phe_229-Phe_721.1,1
Phe_229-Phe_722,1
Phe_229-Phe_722.6,1
Phe_229-Phe_722.9,1
Phe_229-Phe_724,0
Phe_229-Phe_726,1
Phe_229-Phe_726.1,1
Phe_229-Phe_727,1
Phe_229-Phe_727.1,1
Phe_229-Phe_727.4,1
Phe_229-Phe_728,0
Phe_229-Phe_728.7,1
Phe_229-Phe_728.71,1
Phe_229-Phe_729,0
Phe_229-Phe_729.1,1
Phe_229-Phe_733,1
Phe_229-Phe_733.8,0
Phe_229-Phe_735,0
Phe_229-Phe_735.2,1
Phe_229-Phe_735.21,1
Phe_229-Phe_735.23,1
Phe_229-Phe_735.3,1
Phe_229-Phe_736,1
Phe_229-Phe_737,0
Phe_229-Phe_737.3,1
Phe_229-Phe_738,1
Phe_229-Phe_738.4,1
Phe_229-Phe_740,1
Phe_229-Phe_740.1,1
Phe_229-Phe_740.11,1
Phe_229-Phe_740.9,1
Phe_229-Phe_741,1
Phe_229-Phe_741.4,1
Phe_229-Phe_742,1
Phe_229-Phe_742.9,1
Phe_229-Phe_743,1
Phe_229-Phe_743.1,1
Phe_229-Phe_743.11,1
Phe_229-Phe_745,1
Phe_229-Phe_747,1
Phe_229-Phe_747.1,0
Phe_229-Phe_747.13,0
Phe_229-Phe_751,1
Phe_229-Phe_939,1
Phe_241-Phe_242,0
Phe_241-Phe_244,1
Phe_241-Phe_244.1,1
Phe_241-Phe_244.4,1
Phe_241-Phe_250.1,0
Phe_241-Phe_250.2,0
Phe_241-Phe_250.23,0
Phe_241-Phe_250.7,0
Phe_241-Phe_260,0
Phe_241-Phe_261,0
Phe_241-Phe_272,0
Phe_241-Phe_272.1,0
Phe_241-Phe_272.11,1
Phe_241-Phe_274,0
Phe_241-Phe_274.1,0
Phe_241-Phe_275,0
Phe_241-Phe_275.5,0
Phe_241-Phe_276,0
Phe_241-Phe_276.1,0
Phe_241-Phe_276.12,0
Phe_241-Phe_276.14,0
Phe_241-Phe_276.5,0
Phe_241-Phe_277,0
Phe_241-Phe_278,0
Phe_241-Phe_278.1,0
Phe_241-Phe_280,0
Phe_241-Phe_280.1,0
Phe_241-Phe_281,0
Phe_241-Phe_281.1,0
Phe_241-Phe_285,0
Phe_241-Phe_287,0
Phe_241-Phe_287.3,0
Phe_241-Phe_288,0
Phe_241-Phe_289,1
Phe_241-Phe_289.4,1
Phe_241-Phe_290,0
Phe_241-Phe_292,0
Phe_241-Phe_292.1,0
Phe_241-Phe_292.4,0
Phe_241-Phe_293,0
Phe_241-Phe_296,0
Phe_241-Phe_296.1,0
Phe_241-Phe_296.2,1
Phe_241-Phe_300,0
Phe_241-Phe_300.1,1
Phe_241-Phe_306,0
Phe_241-Phe_317,0
Phe_241-Phe_317.1,1
Phe_241-Phe_318,0
Phe_241-Phe_327,0
Phe_241-Phe_327.3,0
Phe_241-Phe_331,0
Phe_241-Phe_332,0
Phe_241-Phe_334,0
Phe_241-Phe_335,0
Phe_241-Phe_339,1
Phe_241-Phe_340,1
Phe_241-Phe_342,0
Phe_241-Phe_345,0
Phe_241-Phe_345.3,0
Phe_241-Phe_348,0
Phe_241-Phe_350,0
Phe_241-Phe_350.2,0
Phe_241-Phe_351,1
Phe_241-Phe_352,0
Phe_241-Phe_353,0
Phe_241-Phe_357,0
Phe_241-Phe_361,0
Phe_241-Phe_361.1,0
Phe_241-Phe_362,0
Phe_241-Phe_362.2,0
Phe_241-Phe_362.29,0
Phe_241-Phe_365,0
Phe_241-Phe_365.1,0
Phe_241-Phe_365.11,0
Phe_241-Phe_366,0
Phe_241-Phe_366.2,0
Phe_241-Phe_367,0
Phe_241-Phe_367.1,0
Phe_241-Phe_368,0
Phe_241-Phe_371,0
Phe_241-Phe_371.3,0
Phe_241-Phe_374,0
Phe_241-Phe_374.1,0
Phe_241-Phe_374.3,0
Phe_241-Phe_375,0
Phe_241-Phe_378,0
Phe_241-Phe_379,0
Phe_241-Phe_379.2,0
Phe_241-Phe_379.3,0
Phe_241-Phe_380,0
Phe_241-Phe_381,0
Phe_241-Phe_381.1,0
